1.25	24.875	1.1174E-02
1.75	0.125	7.7501E+00
1.75	0.375	1.9358E+01
1.75	0.625	2.8518E+01
1.75	0.875	3.4948E+01
1.75	1.125	3.9423E+01
1.75	1.375	4.1427E+01
1.75	1.625	4.1457E+01
1.75	1.875	4.0071E+01
1.75	2.125	3.7619E+01
1.75	2.375	3.3971E+01
1.75	2.625	3.0203E+01
1.75	2.875	2.6136E+01
1.75	3.125	2.2548E+01
1.75	3.375	1.9188E+01
1.75	3.625	1.6198E+01
1.75	3.875	1.3547E+01
1.75	4.125	1.1304E+01
1.75	4.375	9.4185E+00
1.75	4.625	7.9146E+00
1.75	4.875	6.6368E+00
1.75	5.125	5.5661E+00
1.75	5.375	4.7238E+00
1.75	5.625	4.0151E+00
1.75	5.875	3.4240E+00
1.75	6.125	2.9256E+00
1.75	6.375	2.5777E+00
1.75	6.625	2.1969E+00
1.75	6.875	1.8929E+00
1.75	7.125	1.6866E+00
1.75	7.375	1.4563E+00
1.75	7.625	1.2739E+00
1.75	7.875	1.1543E+00
1.75	8.125	1.0028E+00
1.75	8.375	8.9949E-01
1.75	8.625	8.0504E-01
1.75	8.875	7.0592E-01
1.75	9.125	6.4057E-01
1.75	9.375	5.7715E-01
1.75	9.625	5.1285E-01
1.75	9.875	4.6541E-01
1.75	10.125	4.2633E-01
1.75	10.375	3.7968E-01
1.75	10.625	3.5277E-01
1.75	10.875	3.1628E-01
1.75	11.125	2.9236E-01
1.75	11.375	2.6325E-01
1.75	11.625	2.4452E-01
1.75	11.875	2.2328E-01
1.75	12.125	1.9956E-01
1.75	12.375	1.8481E-01
1.75	12.625	1.7105E-01
1.75	12.875	1.5849E-01
1.75	13.125	1.4842E-01
1.75	13.375	1.3437E-01
1.75	13.625	1.2350E-01
1.75	13.875	1.1822E-01
1.75	14.125	1.0825E-01
1.75	14.375	9.7755E-02
1.75	14.625	9.2223E-02
1.75	14.875	8.5488E-02
1.75	15.125	7.9725E-02
1.75	15.375	7.6286E-02
1.75	15.625	6.8916E-02
1.75	15.875	6.7066E-02
1.75	16.125	6.0177E-02
1.75	16.375	5.8532E-02
